label,text
2,"Upon completion , Keskuskatu will form the backbone of Helsinki 's pedestrianised downtown area , linking up with the city 's other main pedestrian precincts ."
1,"FL Group 's private equity division manages all operating companies , including Icelandair Group , FL Travel Group , Bluebird and Sterling ."
1,"The reductions will be implemented immediately , beginning in October 2009 ."
2,"Under the terms of the off-take agreement with Talvivaara , Cameco will provide an up-front investment , to a maximum of $ 60 million , to cover the construction cost of the uranium extraction circuit ."
1,The value of the deal was not disclosed .
1,The Finnish company has also reached arrangements regarding the working hours and annual holidays .
1,Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .
2,"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct ."
1,"The company 's profit totaled Ls 134,700 ."
0,"Last year , UPM cut production , closed mills in Finland and slashed 700 jobs ."
0,"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % ."
2,"`` Our decision and resolve on MeeGo is only stronger , '' she continued ."
1,Lemmink+Æinen started the manufacture of roofing felt in 1920 and the production of asphalt in the 1930s .
1,Efore has decided to establish a company for eletric vehicle ( EV ) business in China .
1,"The scope of the project is to find the most cost-efficient method for phosphorous removal and to deliver the storing and dosing equipment , which can be used in continuous operation at the plants ."
1,No financial details of the deployment were disclosed .
2,Finnish financial group Aktia 's operating profit for 2009 increased to EUR 47.0 mn from EUR 6.6 mn in 2008 .
2,Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .
1,"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) ."
1,"Elisa Corporation , headquartered in Helsinki , is a Finnish telecomms company offering private and corporate customers a comprehensive range of telecomms services ."
0,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .
2,"International sales rose by 59.8 % to EUR 1,244.4 mn ."
2,"It projected revenue of $ 2.2 billion to $ 2.3 billion , slightly higher than analyst estimates of $ 2.19 billion ."
1,"` This order is included in Wartsila 's order book in the second quarter , ' the company added ."
1,LSC 's 30 employees will move to Ixonos with their existing status and benefits .
1,"In the automobile space , Maruti is the most searched brand in cars ."
0,"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 ."
0,"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''"
1,"F-Secure reported that : - The first half of 2008 has seen a growing number of targeted malware attacks on individuals , companies , and organizations ."
0,"Cash flow after investments amounted to EUR45m , down from EUR46m ."
1,The companies aim to close the deal before the end of the year .
1,"The company said that currently the French distribution unit Ragot is located in Loudeac , Normandy , the distribution unit Waterqueen and line supplier Tortue in Saint Marcel in mid-France and the hook manufacturing unit VMC and hook distribution unit VMC Europe in Morvillars ."
1,To raise consumer awareness and encourage people to recycle their old mobile devices Nokia runs regular recycling campaigns around the world .
1,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia ."
2,The aim is to achieve EUR 2.5 mn yearly savings .
0,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn ."
1,Rautaruukki aims to find work from the group 's other locations for those who have been made redundant .
2,"The company estimates that the trend in demand for sports equipment will be steady in 2006 , '' Amer 's report said ."
1,"Deliveries of Nokia 1112 , Nokia 2310 and Nokia 2610 are expected to start in the second quarter of 2006 ."
1,"The firm 's services include copying , printing , CAD-modelling , digital printing , scanning , SokoPro project bank and courier services ."
1,"In Finland , Alma Media will focus on quality and developing chain operations ."
0,The air traffic of Finland has been in stoppage since then .
1,"JVC will stop producing DVD players in Brazil : JVC do Brazil , a subsidiary of Japan 's JVC group announced it will stop the production of DVD players in Brazil ."
2,This is the second successful effort for the financial investor this year .
1,Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .
1,The passenger tunnel is expected to be put into operation in 2009 .
1,The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .
1,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .
2,"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said ."
1,"Harju Elekter was founded in 1968 , and is the leading producer of electrical equipment and materials in the Baltic States ."
1,"The process , technology , project management , basic engineering and quality assurance within Forest Industry will be consolidated in Vantaa , southern Finland ."
1,"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories ."
1,"Maximum amount of terminations in Finland is 40 employees , the company added ."
1,"The bank also expects additional costs , related to the Dash 8 - Q400 jets , which the group shelved in October 2007 ."
0,Finnair said that the cancellation of flights would cause daily losses of  x20ac 2.5 million US$ 3 million .
1,"Combined with the Basware Enterprise Purchase to Pay portfolio , it provides a high level of automation for procurement and invoice workflows ."
0,"Operating profit , excluding non-recurring items , totalled EUR 2.2 mn , down from EUR 2.7 mn in the corresponding period in 2008 ."
1,"Germany 's innovational centers are united in focusing at companies , which aim at use of technologies and development of new kinds of activity , through supporting the beginner companies with the entire spectrum of their services ."
1,"In the next few years , the ICT sector 's share of electricity consumption will be raised by the increase in the popularity of smartphones ."
1,"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation ."
1,"It is necessary to strengthen the company 's operations , however ."
1,The winner does not have to be present to win .
2,Finnish-Swedish TietoEnator is expanding its business quickly in Russia .
1,"As a result of the cancellation , the maximum increase of Citycon 's share capital on the basis of the convertible bonds decreased from EUR 23,383,927.80 to EUR 22,901,784.75 ."
1,The sales price was not disclosed .
1,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .
1,Salcomp Manufacturing Oy will pay EUR 35 million in cash to Salcomp in connection with the implementation of the sale and transfer of the Business .
1,The terms and conditions of the Stock Option Scheme 2008 are available on the Company 's internet pages www.sanoma.com .
1,"The inventors are Bylander Johan , Ponten Fredrik and Lundberg Jorgen ."
2,"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier ."
1,"The outsourcing agreement , which covers equipment and depots in Turku and Tampere , will run for five years , Cramo said on Thursday ."
1,`` Nokia is just interested in bring Nokia to the market . ''
1,The plant will collect raw material from the Baltic Sea region .
2,"Tieto offers Aktia a good foundation and the required support services for implementing the update project , ' says Juha Volotinen , responsible for Aktia 's web services ."
2,"The report provides a comprehensive insight into the company , including business structure and operations , executive biographies and key competitors ."
1,Name of Company in which holdings have been acquired : Citycon Oyj 2 .
2,"`` This vessel order will help Aspo secure the long-term competitiveness of its fleet , both in terms of technology and pricing ."
1,Okmetic has used the furnaces for the contract manufacturing of solar crystals .
0,"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 ."
1,Neomarkka has played a leading role in a group that aims to restart the production of specialty cellulose fiber in Valkeakoski .
1,"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building ."
1,The sellers were the founders of the company .
1,A few employees would remain at the Oulu plant in support functions for other group units .
0,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur ."
2,"firm 28 October 2009 - Finnish lifting equipment maker Konecranes Oyj HEL : KCR1V said today it acquired US Machine Tool Solutions Unlimited in Cincinnati , Ohio , for an undisclosed sum ."
2,"Order intake , on the other hand , is expected to be stronger than in 2007 ."
1,The company will be part of Teleste 's Video and Broadband Solutions business area .
2,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday ."
1,"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News ."
1,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .
1,"Information system supplier Sentera -- up 24.51 pct -- was the next most heavily traded share after SysOpen Digia , a software house , acquired 77.4 pct of the company this morning for just under 33 mln eur ."
1,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . ''
0,"The period 's sales dropped to EUR 30.6 million from EUR 38.3 million , according to the interim report , released today ."
2,"Nordea Bank ( STO : NDA ) and Sampo Bank have helped Finnish real estate investment company Sponda ( HEL : SDA1V ) place a EUR100m ( USD125 .4 m ) domestic bond , the company said Friday ."
0,"HELSINKI Thomson Financial - Shares closed little changed , with Cargotec and Huhtamaki dropping sharply on disappointing second-quarter reports ."
1,"The paper industry 's de-inking sludge , which is produced in mills that use recycled fiber when printing ink is removed from recovered paper , is also a suitable raw material ."
2,"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments ."
1,"Neste Oil Corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels ."
1,Marketing will use Tikkurila 's existing infra structure and local knowledge in Russia .
2,Stora Enso owns 43 percent of Bergvik and earns therefore SEK 1.5 bn on the value appreciation .
1,L&T also acquired a 50 pct stake in local sector company Salvor Oy at the beginning of September 2007 .
1,As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .
1,"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other ."
2,"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations ."
1,"The construction of a large woodworking facility in the Sheksna district of the Vologda Region , in northwest Russia , will begin in 2009 , and the plant will start production in 2011 ."
2,"The seminar introduced modern , clean technologies and products , financial tools and sponsorship programs for energy and environment projects as well as the potential to develop clean energy in Vietnam ."
1,"The first installment of the Cinema Series concludes with a profile of Finnish inventor Olavi Linden , whose personal artistic journey and work at Fiskars has led to dozens of design awards ."
0,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 ."
1,GenVec is a biopharmaceutical company developing novel therapeutic drugs and vaccines .
1,Operating profit for the quarter April-June 2006 amounted to EUR182 .2 m on sales of EUR3 .62 bn .
1,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago ."
2,"In the autumn , it plans to expand service to St. Petersburg and Moscow and launch service to Yekaterinburg , Russia , flying there three times a week ."
2,"Both operating profit and net sales for the three-month period increased , respectively from EUR15 .1 m and EUR131 .5 m , as compared to the corresponding period in 2005 ."
1,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 ."
1,In 2008 Stockmann earned 3.398 million lats in profit on 48.012 million lats in turnover .
0,"Dealers said the share was largely hit by investor disappointment about a refining margin of just 9.48 usd per barrel for the quarter and the performance of its shipping unit , which saw EBIT drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates ."
1,"Okmetic closed its plant in Espoo in early 2004 , and all production lines from the site were moved to Okmetic 's plants in Vantaa , Finland and Texas , USA ."
2,"Atria will launch a campaign in September to promote the CampoMos brand on the Moscow market , he said ."
0,"- The Group 's sales during the period were EUR 37.5 million ( EUR 48.2 million , 1-9/2008 ) and result before taxes was a loss of EUR -3.5 ( +1.2 ) million ."
1,SSH Establishes New Global Sales and Marketing Group to be led by George Adams ; Adams Establishes Global Sales and Marketing Group to Drive Worldwide Programs Supporting SSH Tectia Enterprise Security Solutions
2,"And the broker repeated its ` buy ' rating , based on expectations that current restructuring will lead to a clear improvement in performance in Europe in 2007 ."
2,"Neste oil 's board proposed 1.00 eur dividend for the full-year 2007 , compared with 0.90 eur a year ago ."
2,"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland ."
1,"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities ."
1,"The Group brand portfolio includes the leading brand in the industry , Rapala , and other global brands like VMC , Storm , Blue Fox , Luhr Jensen , Williamson , Marttiini and Sufix ."
1,"In 2007 Talentum will disclose three Interim Reports - Q1 ( January - March ) on Friday , 27 April , 2007 - Q2 ( April - June ) on Friday , 20 July , 2007 - Q3 ( July - September ) on Friday , 26 October , 2007 ."
1,The oil shale feeder-supply solution will deliver crushed oil shale to the shale oil refinery already in operation as well as to the novel Enefit-280 shale oil technology processing plant .
2,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak ."
1,"In the first quarter of 2008 , Sacanfil 's net sales totalled EUR 50.0 mn and its operating profit EUR 4.7 mn ."
0,EB announced in its stock exchange release on November 18th 2008 that J.T. Bergqvist has resigned from the chairmanship and membership of the Board of EB .
1,"According to Tiimari , consumers are advised to cut away the rabbits bow tie that contains the formadehyde and dispose of it ."
1,"The decision of the French Court relates to the claims raised by twenty-one former Aspocomp S.A.S employees , the company said ."
2,"is planning to expand its product portfolio in the harbor segment , chief executive Pekka Lundmark told Financial Times Deutschland ."
2,The Group also has a strong global position in other fishing categories .
0,"In Finland 's Hobby Hall 's sales decreased by 10 % , and international sales fell by 19 % ."
2,"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday ."
1,"According to Finnish Scanfil 's founder and chairman of the board , Jorma J. Takanen , the company has to look for growth abroad ."
2,Raute Corporation has received orders worth over EUR 12 million from OOO Ilim Bratsk DOK in Russia .
1,The right margin will be viewed separately in detail with every customer .
1,Europe needs 17 new large paper machines .
1,"Vacon aims to establish its presence in the solar energy business in various parts of the world towards the end of 2010 , said Olli Teva , marketing director renewable energy applications ."
2,Circulation revenue has increased by 5 % in Finland and 4 % in Sweden in 2008 .
1,The value of the contracts is about EUR 3.3 mn .
1,"On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups , how much energy various products contain and what is the nutritional content of all purchases ."
2,3 January 2011 - Finnish flag carrier Finnair Oyj ( HEL : FIA1S ) said today it sealed a nine-year sale and leaseback agreement for its newest Airbus A330 aircraft for syndication into the Japanese operating lease market .
2,"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 ."
2,Etteplan targets to employ at least 20 people in Borl+Ænge .
0,The lay-offs will affect 240 people out of the total 320 Okmetic employees in Finland .
1,"According to HK Ruokatalo , almost all the meat used by the company comes from Finland ."
1,"The total value of the agreement is USD4 .0 m , the company said ."
1,"Poyry 's contract includes engineering management , civil and detail engineering services , and time scheduling and procurement services ."
1,This ideally placed them in a position to tap into the potential of clean technology .
1,Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .
1,The most significant challengers in the market are Logset and Sampo-Rosenlew .
1,The Estonian parliament was set to vote on amendments to the excise duty law on Wednesday that would add 0.42 kroons to the price of a liter of diesel and 0.45 kroons to the price of a liter of gasoline from the start of 2010 .
1,Finnlines said that the deal is part of its strategy to focus on its core businesses .
1,The Swedish player became majority owner of UCell in mid-2007 .
0,Finnish automation solutions developer Cencorp Corporation ( OMX Helsinki : CNC1V ) issued on Thursday ( 18 September ) a profit warning for the third quarter of 2008 .
1,"Consisting of seven interconnected units , Mega Image 's logistics center will be 347 metres in length and 12 metres in height ."
1,"In April 2005 , Neste separated from its parent company , Finnish energy company Fortum , and became listed on the Helsinki Stock Exchange ."
2,"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 ."
2,"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 ."
0,"( ADP News ) - Feb 4 , 2009 - Finnish broadband data communication systems and solutions company Teleste Oyj ( HEL : TLT1V ) said today its net profit decreased to EUR 5.5 million ( USD 7.2 m ) for 2008 from EUR 9.4 million for 200"
2,fi is developing cooperation in keyword advertising with Microsoft .
1,Nordea Bank has a large share and vast experience in the Nordic credit card market .
1,"The program , which was started in the summer of 2007 , was originally estimated to last approximately two years ."
0,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 ."
1,"With the Basware Connectivity services , companies gain visibility to an audit trail that can be traced from order to goods delivery and invoice ."
0,"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn ."
1,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 ."
2,The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .
0,"The offer , deemed too low by Finnlines ' board , stands until 4 pm tomorrow ."
2,The company will also be compensated for acting as a reserve batch plant .
1,The company has exported into about twenty European countries as well as to Africa .
2,"H+_kan Dahlstr+¦m , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 ."
1,"As part of its new strategy , Finnish Biohit is planning to incorporate its diagnostics business into a separate limited company ."
1,"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own ."
2,"Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand , especially in the third quarter , and the overall growth of its business ."
2,"It combines a perfect price performance with sophisticated management facilities , the company said ."
2,21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .
2,"Finnish high technology provider Vaahto Group reports net sales of EUR 41.8 mn in the accounting period September 2007 - February 2008 , an increase of 11.2 % from a year earlier ."
2,Finnish construction group Lemmink+Æinen has been awarded two road building contracts by the Lithuanian transport administration .
1,"The purchase of sites worth 300 million in the Thames Gateway will provide more than 1,200 homes ."
1,Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .
2,"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year ."
2,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .
1,"` We respect their decision ... the discussions are now closed , ' said Kai Telanne , Alma Media 's CEO ."
2,"By combining its existing solutions into a single platform , Comptel said that it has reduced the cost of deployment ."
2,The policy was also aimed at making the companies more profitable and competitive .
1,Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .
1,"The first phase of the logistics complex envisages the completion of some 70,000 sq m of logistics premises and the gatehouse building in November 2008 ."
1,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey ."
1,"Finnish electronics contract maker Incap Oyj said on January 3 , 2008 it sold its manufacturing facilities in Helsinki to local real estate company Sponda Oyj for 5.3 mln euro ( $ 7.8 mln ) ."
1,"The company will publish its financial statement for 2008 on February 25 , 2009 ."
1,The shares represented 4.998 % of total share capital and 2.14 % of total voting rights .
1,Ruukki is restructuring commercial and industrial construction operations in pursuit of permanent improvements whilst adjusting operations to market conditions .
1,The desk will reach its full planned strength of ten persons in autumn 2007 .
1,"RK Group , headquartered in Vantaa , Finland , is one of Europe 's leading machinery rental services ."
1,"The relocation of Ragot has already started and will be completed in the next few weeks , with the Waterqueen and Tortue moves planned for mid-2008 and VMC Europe during the third quarter of 2008 ."
1,"Under the agreement , Japrotek will deliver nine storage tanks in the volume range of 1,000 cu m to 3,000 cu m with included agitators ."
1,The first quarter was as expected and was in line with analysts ' forecasts .
1,"When the product is manufactured in Finland , it is also packed in the country ."
1,"The above mentioned shareholders will suggest that a monthly salary of EUR 1,400 would be paid for the Board members outside the company ."
1,Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .
1,No financial details were available .
2,This transaction will also rationalize our pulp and paper industry related solutions .
1,Both companies will keep their commercial independence and continue to market their traditional products individually .
1,"FinancialWire tm is not a press release service , and receives no compensation for its news , opinions or distributions ."
2,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .
1,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .
1,"In 2009 , KONE had annual net sales of EUR 4.7 billion and approximately 34,000 employees ."
1,"The government started the sell-off last month , putting an 8 percent stake in TeliaSonera on the auction bloc ."
1,"The transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. Since the autumn of 2007 , when Scanfil discontinued its production operations in Oulu , the facilities have been partly leased to other parties ."
2,"Vaisala Oyj Press Release September 30 , 2010 Vaisala has signed a contract to sell its oxygen measurement technology and business to SICK Maihak GmbH ."
1,Okmetic revised its 2010 financial outlook based on its order book .
1,Marathon estimates the value of its remaining stake in Protalix at $ 27 million .
1,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .
1,F-Secure Online Backup automatically protects all the content stored on a computer or smartphone by making a copy of the content to an online location .
1,"Apartments of YIT Home may be purchased in 5 regions of Russia , where YIT subsidiaries carry out their activities : Moscow and Moscow region , St. Petersburg , Ekaterinburg , Kazan and Rostov-on-Don ."
1,Currently more than 100 of Global Fortune 500 companies are using SSH security solutions .
1,"They re in a race with Google to get lots of users onto their service as social networking creates new business models , said Martin Garner , a London-based analyst with CCS Insight ."
0,The current lay-offs are additional to the temporary lay-offs agreed in December 2008 and in May 2009 .
1,These module products will be available for trials during 3Q-07 and for volume deliveries during 4Q-07 .
2,"( Filippova ) A trilateral agreement on investment in the construction of a technology park in St Petersburg was to have been signed in the course of the forum , Days of the Russian Economy , that opened in Helsinki today ."
0,The current reference grade instruments are challenging to operate due to their high price and complexity for routine use .
1,`` Marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .
1,"Kaukopartio Oy has acquired specialized knowledge in Far Eastern operations , and industrial sourcing services are their core competence ."
0,"Loss after financial items totalled EUR 9.7 mn , compared to a profit of EUR 1.3 mn in the corresponding period in 2008 ."
2,"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany ."
2,The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .
1,Uponor maintains its full-year guidance for 2010 .
2,The court found TelecomInvest 's arguments convincing .
2,Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .
1,"The Inventors are Ridge Justin , Bao Yiliang and Karczewicz Marta ."
1,"Jeder Beta-Tester erh+Ælt kostenlos sechs Monate lang Updates und hat laut eigener Aussage die M+¦glichkeit , die finale Version zu beeinflussen ."
1,"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 ."
2,"Then , it said the contract was estimated to contribute more than EUR150m to its net sales in 2010 ."
1,The combined value of the orders is EUR 45mn .
1,The new organization consists of two business units : Charging & Messaging and Finance & Administration .
1,Grounds for the notification : Tiimari Plc 12/30/2010 issued Capital Convertible Loan allocation decision by the Board on 01/31/2011 .
2,Growth is expected to continue in 2008 .
2,"Stora Enso R shares rose 1.20 pct to 11.84 eur , UPM-Kymmene was also dragged higher , rising 1.68 pct to 17.56 eur and M-Real B added 2.38 pct to 4.30 eur ."
1,"1 p.m. Central office of Nordea Bank 19 3-ya ulitsa Yamskogo Polya , Building 1 Telephone : 495 777-34-77 ext. 3932 , 3931 03.02.2011 Unimilk - EGM 03-04 .02.2011 XVI international business-summit Food Business Russia 2011 will take place ."
2,The company aims to maintain this trend in profitability during the current year .
2,Operating profit improved to EUR 20.3 mn from EUR 11.4 mn .
1,The objective of the St. Petersburg office is first to boost the Company 's maintenance business .
2,"BG AD , Bulgaria 's leading Internet company ."
2,"According to Kesko , the company agreed with the city administration about lease of the building in 2006 , its resettlement and construction of a five-star hotel Hilton for 120 rooms ."
1,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur ."
1,"In 2007 , Huhtamaki will continue to invest in organic growth ."
1,"France T+_l+_com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said ."
1,Finnish fibers and plastics producer Suominen Corporation OMX Helsinki : SUY1V reported on Wednesday 22 October an operating loss of EUR0 .8 m on net sales of EUR55 .2 m for the third quarter of 2008 .
1,"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 23.4.2007 Ahlstrom Corporation will publish its first quarter financial results 2007 on Friday , April 27 , 2007 approximately at 8.30 a.m. Finnish time ."
1,"LKAB , headquartered in Lulea , Sweden , is a high-tech mining company producing upgraded iron ore products for the steel industry ."
1,"In addition , the company is considering the start of production in Russia ."
2,It is in line with its plans to focus on selected growth segments and streamline corporate structure .
1,The ongoing project where Tekla Structures is being used is the Vashi Exhibition Centre being developed by Insteel Engineers Pvt Ltd-IIVRCL Infrastructures & Projects Ltd & CIDCO .
2,"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn ."
1,"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 ."
2,"Jens Schulte-Bockum , Vodafone 's global director of terminals , said the company expects to sell one to two million of the Vodafone 125 and 225 models in the first year of launch , and potentially tens of millions over the lifetime of the device ."
1,facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .
0,"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed ."
1,"Reporting in accordance with the merged business operations will start as of January 1 , 2011 ."
1,Both sources said Nokia would unveil its new phone code-named `` Tube '' on Oct. 2 at an analyst and media event in London .
0,"( ADPnews ) - Feb 3 , 2010 - Finland-based steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today it slipped to a larger-than-expected pretax loss of EUR 46 million ( USD 64.5 m ) in the fourth quarter of 2009 from a"
1,"Additionally , retailers can use the same hardware across all tasks in stores and throughout the warehouse , providing substantial savings on support and infrastructure costs ."
2,The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .
1,The first of the two project phases is expected to be completed by the end of 2012 .
2,21 December 2010 - Finnish industrial machinery company Wartsila Oyj Abp HEL : WRT1V said yesterday it had won an order to design a liquefied natural gas LNG powered platform supply vessel PSV for Norwegian oil service provider Eidesvik Offshore ASA OSL : EIOF .
1,"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced ."
2,"Handelsbanken ranked before Local Cooperative Banks and Aktia in customer loyalty this time too , however ."
1,"Metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries ."
2,"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F ."
1,"Of the company 's net sales , 38 % was acquired in Finland , 21 % in other European countries , 40 % in Asia , and 1 % in the US ."
0,"Operating loss totalled EUR 3.2 mn , compared to a profit of EUR 7.2 mn in the third quarter of 2008 ."
1,"Initial estimated total value of the contract was 250 000 Euros , excluding VAT ."
0,The operating margin came down to 2.4 % from 5.7 % .
2,"Cooper SH , the UK distributor for lift equipment manufacturer Konecranes , won the five-year deal which involves low maintenance and fuel saving technologies ."
