text,label
Breaking: Tesla recalls all Model X cars  .. details on show now $TSLA,0
$DCTH Near HOD,2
The value of the order is USD 2.2 mn .,1
"As a part of the plan , the Board of Directors decided to transfer a maximum of 330,000 shares held by the company in a share issue against payment directed to Aspo Management Oy , a holding company acquired by the management .",1
Severn Trent share price rises as first half profit inches up as customer ...,2
"As a result , the company currently anticipates net sales to increase and the operating result to be positive .",2
Locked in some $FB puts for nice gain,0
Cash flow from operating activities is estimated to be positive .,2
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",1
ConAgra Names Former Hillshire Farms CEO Connolly to Top Post,2
It 's not .,1
"Russia accounted for 9 % of the Lagardere magazine division 's revenue , or EUR 114.40 mn ( USD 148.11 mn ) in 2009 , the USA - for 18 % .",1
The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .,1
The company has some 410 employees and an annual turnover of EUR65 .4 m. Vaahto Group is listed on the Nordic Exchange in Helsinki .,1
"The company will publish its financial statement for 2008 on February 25 , 2009 .",1
This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,2
"`` In the newly formed company YIT Stavo the local contact network , expertise and market know how of Euro Stavokonsult will be combined with YIT 's housing concept , '' said Juha Kostiainen , Yit 's Vice President , Corporate Communications and Business Development .",2
Its market share widened to 48.51 percent from 48.31 percent a year earlier .,2
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",2
`` Residentialconstruction in particular has picked up in several markets .,2
"The mall is part of the Baltic Pearl development project in the city of St Petersburg , where Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing homes for 35,000 people .",1
"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .",1
"According to Barclays , the F-Secure software will protect users from hackers , viruses , spyware and other digital attacks .",1
Hobby Hall 's sales decrease 26 pct due to implementing a new information system that involved changing in the principal of posting sales .,1
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,0
"$INO Up, up, and away!",2
Vaisala 's net profit for the third quarter of 2007 dropped to 3.0 mln euro ( $ 4.3 mln ) from 6.8 mln euro ( $ 9.8 mln ) for the same period of 2006 .,0
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",0
Nasdaq Sets Up for Breakout Part II | via @AllStarCharts http://stks.co/15Nv  $GOOG $AMZN $QCOM,2
$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,0
Other potential clients include public administration organizations investing in utility networks and services .,1
"Suominen Corporation estimates that the cost-cutting program that started in autumn 2005 , higher sales prices , and expected growth in volume of Wet Wipes , will make the company 's operations more profitable .",2
"However , in March 2009 , the government of St. Petersburg passed the front part of the building with the area 1,900 square metres and a land plot for a hotel worth USD 10-15mn to the company Delta .",1
"Last year , 8.3 million passengers flew the airline , down 4 percent from 2007 .",1
"When completed , the 120-meter Watchtower will be the highest building in Ireland .",1
Full-year operating result for 2008 was 3.6 million negative .,0
"The Group 's turnover in 2006 was EUR 39.2 million , and operating profit was EUR 3.9 million .",1
New product launches in Finland will more than double from 2005 .,2
"`` Over the years , the color orange has become synonymous with quality .",1
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,2
"Finnish holding company Panostaja Oyj said on June 12 , 2007 it has signed a letter of intent to acquire local Lahden Lampokasittely Oy and Heatmasters Oy , active in the heat treatment of metals , for a total 3.1 mln euro ( $ 4.1 mln ) .",1
The fair value of investment properties was EUR 2 251.0 ( 1 281.4 ) million .,1
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",0
The phones are targeted at first time users in growth markets .,1
"PRESS: Serco Set To Appoint Roy Gardner, Ex-Centrica, As Chairman - FT",2
SAB's Chairman Digs In With Board Divided on InBev Offer,1
"Operating result , excluding one-off items , totaled EUR 9.1 mn compared to EUR 10.6 mn in continuing operations , excluding one-off items in 2004 .",1
The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .,1
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",2
Finnish forest machinery manufacturer Ponsse has issued a profit warning .,1
Earnings per share were EUR -0.04 -0.06 .,1
The measures result from decreased demand in technical design and product information .,1
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",2
Finnish airline Finnair is starting the temporary layoffs of cabin crews in February 2010 .,0
"Ramirent 's net sales in the second quarterended June 30 were EURO 128.7 million about U.S. $ 163 million , a 3.3-percent increase compared with EURO 124.6 million for thesecond quarter last year .",2
Operating profit fell to EUR 20.3 mn from EUR 74.2 mn in the second quarter of 2008 .,0
"According to Soosalu , particular attention was paid to residents privacy and security in the design of the Aleksandri Street building .",1
Around 250 of these reductions will be implemented through pension arrangements .,1
$FB Nice buyable intraday dip right here,2
These moderate but significant changes resulted in a significant 24-32 % reduction in the estimated CVD risk .,2
The orders also include a few high-power drives for the control of seismic compressors .,1
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",2
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",1
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",0
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,1
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",1
25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .,1
"Operating loss of the Pulp & Paper Machinery unit was over EUR 3mn in September 2007 - August 2008 , compared to a profit of EUR 3.7 mn a year earlier .",1
"Among other industrial stocks , Metso added 0.53 pct to 40.04 eur , Wartsila B was down 0.77 pct at 47.87 eur and Rautaruukki K was 1.08 pct lower at 37.56 eur .",1
Finnish Bank of +Ã land will launch its long-term pension savings account at the beginning of June 2010 .,1
` Very recommendable ' is the Nokian Z G2 according to the ` ADAC judgement ' in the latest summer tyre test of the German automobile association ADAC .,2
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,1
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,2
Net loss in the same period in 2009 was euro18 .6 million .,1
"FDA approves NPS drug, in move validating Shire takeover deal",2
$vxx adding to position here !,2
"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .",2
"`` We have a group of 120 volunteers made up of Digicel employees who will manage the distribution ... Over the next week , they will distribute the 19,000 tents to more than 150 organizations , '' Digicel Haiti CEO Maarten Boute said .",1
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,2
"The newly-completed Allure of the Seas and its identical sister ship , Oasis of the Seas , which was completed last year are the world 's largest cruise ships .",1
Pretax loss totalled EUR 162.3 mn compared to a profit of EUR 253.5 mn in 2007 .,0
"`` That 's a very high figure on the European scale , '' Noop said , recalling however that this also includes beer bought by Finnish tourists .",1
We are now taking Marimekko there on a distinctly more significant scale .,1
"Finnish technology group Aspocomp Group Oyj ( OMX Helsinki : ACG1V ) issued its third quarter report on Thursday ( 13 November ) , posting an operating profit of EUR0 .4 m , as compared to a loss of EUR0 .5 m in the third quarter of 2007 .",2
Net sales decreased to EUR 220.5 mn from EUR 470.0 mn in the corresponding period in 2009 .,1
"The broad-based WIG index ended Thursday 's session 0.1 pct up at 65,003.34 pts , while the blue-chip WIG20 was 1.13 down at 3,687.15 pts .",1
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",1
"Nokia will continue to invest in future development of Qt for the benefit of all users , both Commercial and LGPL .",2
A PLUMBING business has announced it is sponsoring a professional darts player .,1
"FTSE led lower by M&S, GlaxoSmithKline",0
It is the first application in the market for invoice and purchase requisition approval with a mobile device .,1
"In Finland , the Bank of +Ã land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .",1
"At end-August , Sampo was Nordea 's biggest shareholder with a 20.6 % stake , followed by the state with 19.9 % .",1
"`` I am very pleased and proud of our performance last year , '' Chief Executive Juha Rantanen said in a statement .",2
The company has an annual turnover of EUR32 .8 m.,1
Scanfil issued a profit warning on 10 April 2006 .,1
Just went long $ILMN,2
"HK Ruokatalo produces many turkey products , such as cold cuts .",1
The order was valued at USD12 .2 m.,1
"The company offers payroll services , including payroll processing , payroll tax administration , and employee pay services , including direct deposit , check signing , and Readychex .",1
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,1
A 2001 agreement expired earlier this month .,1
`` Our aim is to understand different traffic patterns based on the use of each building .,1
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations .",2
"Production capacity will rise gradually from 170,000 tonnes to 215,000 tonnes .",2
Poyry has a good track record of major transportation projects in Latin America .,2
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",0
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,0
$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,2
"The copying , republication or redistribution of AFX News Content , including by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",1
"However , Simdax will remain available in the markets where it already has been approved as it has marketing authorisations or submitted applications in more than 40 countries , Orion added .",2
Finnish Civil Aviation Administration decided to temporarily reopen Finnish capital 's Helsinki airport since 3 p.m. to 11 p.m. Monday local time .,1
long $AAPL,2
"In the Czech Republic , the profiling unit at Ostrava will be closed and the machinery will be relocated to Ruukki 's bigger plants in Hungary , Poland and Romania by the end of the first quarter of 2009 .",1
Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,2
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,0
"STORA ENSO , NORSKE SKOG , M-REAL , UPM-KYMMENE Credit Suisse First Boston ( CFSB ) raised the fair value for shares in four of the largest Nordic forestry groups .",2
Cramo slipped to a pretax loss of EUR 6.7 million from a pretax profit of EUR 58.9 million .,1
Sainsbury sells unit to LloydsPharmacy,2
"Finnish airline Finnair has won a deal with the UK public sector to be the official airline for flights from London Heathrow to Osaka in Japan , as well as flights between Manchester in the UK and Helsinki in Finland .",2
The bond has a value of EUR150m and a maturity of 4 years .,1
It also confirmed its earnings guidance for the whole 2009 issued in its report for the whole 2008 .,1
"In addition , MIDs are always online and enable full Internet browsing .",1
"Frost sold shares for $ 19 million at $ 6.06-7 .12 per share , compared with Friday 's high of $ 11.33 and low of $ 10.14 .",0
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY",2
The solution will be installed in the USA to support the North American operations of the customer .,1
"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",1
Oriola-KD expects its invoicing in 2008 to be higher than the comparable invoicing of 2007 .,2
"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .",0
"Finnish IT solutions provider Affecto Oyj said today that it has won a frame contract , valued at some EUR2m , to implement the next phase of its insurance application for South African Mutual & Federal Insurance Company Limited M&F .",2
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',0
The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .,1
"Forestries were also higher , driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri , dealers said .",2
"The subject of the project is provide to the company like : Software programming and consultancy services , Computer-related services , Data services , Computer support and consultancy services , Internet services etc. .",1
"UPDATE 1-AstraZeneca buys ZS Pharma for $2.7 billion, pips Actelion",2
"`` We will now , after the relevant authority approvals , make a mandatory bid as required by the Finnish Securities Markets Act .",1
CompaniesDixons Carphone to close 134 UK stores as sales jump,2
Finnish Rautaruukki is selling its precision tube and automotive component processing unit Carl Froh in Germany to German Arques Industries .,1
"$QCOR Just added 3,000 shares @28.",2
Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .,1
"Glaston , headquartered in Tampere , Finland , is a growing and international glass technology company .",1
"Profitability ( EBIT % ) was 13.6 % , compared to 14.3 % in Q2 2009 .",0
"`` However , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . ''",1
$BAC in for swing trade  looks like want go up,2
"According to statistics by the Finnish Maritime Administration , shipping did not increase much in January-August 2009 , however .",1
"Bilfinger investors cheered the agreement , pushing shares up 7 % , or & euro ; 3.30 , to & euro ; 50.29 , in afternoon trade .",2
Valga Lihatoostus markets its products under the Maks & Moorits trademark .,1
"As such , the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .",1
Aldata noted that its Voice Supply Chain Technology approach enables VDW to integrate with warehouse management systems .,1
"We offer our clients integrated management consulting , total solutions for complex projects and efficient , best-in-class design and supervision .",1
"International sales rose by 59.8 % to EUR 1,244.4 mn .",2
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,1
$ES_F. Nice little cup-and-handle shaping up on the 15-minute. End-of-day $SPY $SPX favours a good day for the index. Will we see a gap open,2
The Oulu plant employs approximately 120 people .,1
"Finnish property investor Sponda said it has agreed a 100 mln eur , five-year mln credit facility with Swedbank and a 50 mln eur , seven-year facility with OKO Bank .",1
"Nordic banks have already had to write off sizable loans in Latvia , with Swedbank , Nordea , DnB NOR and SEB reporting combined losses in excess of $ 1.35 billion in the period 2007 to 2010 against a backdrop of near economic meltdown in Latvia .",1
"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania .",1
We have made long-term investments in developing the system 's implementation model .,1
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,0
"The Swedish Maritime Administration has closed the Furusund Channel , which Viking Line normally charters en route to Stockholm .",1
The actions are expected to deliver annual cost savings of some EUR15-20m .,2
$DARA breaking out,2
"A total EUR73 .7 m will be provided as secured senior three-year debt from the syndicate , involving Pohjola Bank HEL : POH1S , the Finnish arm of Nordea Bank AB STO : NDA , and Sampo Bank HEL : SAMAS .",1
"In today s business , you have to pre-empt what consumers want , said Mohammed Zainalabedin , General Manager , Zain Bahrain .",1
Chime Communications Set To Be Acquired By WPP And Providence,2
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,0
Can Christmas Save Sainsbury's plc And Tesco plc?,0
No changes regarding the Virala Oy Ab s ownership of shares of Tiimari has taken place .,1
Persimmon share price climbs on 23% rise in full-year revenue,2
Vaisala 's expertise in lightning data and information systems is based on extensive experience and investment in R&D .,1
"The Committee proposes the following remuneration : a monthly remuneration of EUR 5,000 for the Chairman , EUR 3,500 for the Deputy Chairman , and EUR 2,500 for the other Board members .",1
"Isolationism? Another Sell Rating, Sell Ratings On SPY, QQQ, IWM And Several Companies https://t.co/6NKWEcrBA5 $AAPL $AXP $BAC $BLUE $FXE",0
"In Q1 of 2009 , Bank of +Ã land 's net interest income weakened by 10 % to EUR 9.1 mn .",1
The first charging stations will be made available already in 2008 and a whole network is to be ready in 2010 .,1
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",1
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,1
Pharmaceutical market in Netherlands Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Netherlands .,1
UPM stock fell 3 percent to EURO 12.49 $ 17.24 in early afternoon trading in Helsinki .,0
Standard Chartered Shifts Emerging-Markets Strategy After Losses,0
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,2
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",1
Revenues at the same time grew 14 percent to 43 million euros .,2
"The Nokia Music Store begins trading on Tuesday , selling singles and albums as well as live music streaming .",1
"In April 2010 , Olvi 's range of ciders will expand with a strawberry-rhubarb and an apple-pear cider in green bottles with a new shape .",1
$DISH weakness continues again. 49.43 area resistance after last week,0
Deutsche Bank cuts $SBUX,0
"EXCLUSIVE-BP, China's CNPC to unveil oil alliance - sources",2
"In the first nine months of 2010 , the company 's net loss narrowed to EUR415 ,000 from EUR7 .4 m for the corresponding period of 2009 .",2
The company will enhance the GPRS capability in the existing 12 IDEA telecom service areas and add 10 more service areas to its network .,2
"Our objective is to yield a significant part of our turnover in Russia in a couple of years , '' says Solteq 's Managing Director Hannu Ahola .",1
ouch looks like $tsla shorts getting skinned again,2
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",1
ABB Deutsche Bank upgraded its recommendation on Swiss-Swedish engineering group ABB Ltd. to ` Buy ' from ` Hold ' .,2
"MILAN ( AFX ) - The Italian shipping group Grimaldi has increased its stake in the Finnish company Finnlines to 35.4 pct from the 30.5 pct held in June , according to news agency ANSA .",1
"London 's leading shares today jumped almost 100 points , or 1.7 % , as the market opened .",2
Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),2
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",0
The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .,1
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",2
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",0
"According to the Latvian business register , Uponor Latvia closed in red with LVL 99,000 EUR 139,538.17 USD 194,556.48 on turnover of LVL 2.346 mn for 2009 .",1
"Tieto was looking for an energy solution which would best support the idea of sustainable development , and we were happy to be able to provide such a solution , saysJouni Haikarainen , Vice President , Fortum .",2
No planned closing date was provided .,1
Estimations indicate that even up to 170 different tablet computers or reading devices will be available in 2011 .,1
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,2
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!",2
"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .",0
"Only L+Ã±nnen Tehtaat showed a loss , but it has only recently started streamlining measures .",1
Atria chose the DeLight to attract consumers in the 25-45 age group to its Atria Fresh range of microwaveable meals .,1
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",2
"At the beginning of the subscription period on May 2 , 2006 the share subscription price under B option right is EUR 10.22 per share .",1
"Operating profit margin was 8.3 % , compared to 11.8 % a year earlier .",0
"Profit for the period was EUR 10.9 mn , down from EUR 14.3 mn in 2009 .",0
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,1
"The Finnish real estate investment company Interavanti Oyj said on Monday ( 22 September ) that it has agreed to sell its 65 % ownership in the Finnish ticket service company Lippupiste Oy to CTS Eventim AG ( 56,1 % ) and to the managing director of Lippupiste Oy .",1
The board further said the company omitted to tender for a substantial part of the works and as such they had rightfully been found non-responsive by the evaluation team .,1
"Finnish investor Scanfil Oyj ( HEL : SCF1V ) said last Friday it has bought 57 million shares , or 32.96 % , in Norwegian contract electronics manufacturer Kitron ASA ( OSL : KIT ) for NOK 143.9 million ( USD 24.4 m-EUR 18.1 m ) .",1
"However , he expects banks to provide alternative financing .",2
Operating profit rose to 22.1 mln eur from 19.9 mln .,2
Slowly adding some $FIO here but gotta be careful. This will be one of biggest winners in 2012,2
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",2
"Depending on the market situation , such projects are sold after 1 to 3 years after completion .",1
"Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",1
down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,0
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,2
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,2
Europe needs 17 new large paper machines .,1
The bridge will be built to the south of the existing bridge spanning the strait .,1
"8,600 m , and at the time of investment it is fully leased to several tenants .",1
"In the Baltic countries , development of operations and reorganisation continued , and non-recurring items related to the takeover process lowered earnings .",1
"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 .",2
`` The CHF is a great product .,2
"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",2
"Also , CBA is to issue a benchmark , 10 year fixed rate deal in Euros .",1
The first stage of the contract covers 133 stores and 600 cash registers .,1
"Furthermore , the company will sell the warehouse and office buildings in Loudeac and Saint Marcel and lease new joint premises for these operations in Morvillars .",1
MillerCoors Delivers 2.9% Underlying Net Income Growth for 2014,2
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,0
"According to CEO Hannu Syrj+Ã±nen , a new common name and visual identity is required as the group has grown and internationalised .",1
STOCK EXCHANGE ANNOUNCEMENT 20 July 2006 1 ( 1 ) BASWARE SHARE SUBSCRIPTIONS WITH WARRANTS AND INCREASE IN SHARE CAPITAL A total of 119 850 shares have been subscribed with BasWare Warrant Program .,1
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",1
"SiriusXM added 465,000 net new subscribers in the first quarter of 2016 $SIRI #CEO #sales #marketresearch #tech #entrepreneur #Speaker",2
"Technopolis plans to develop in stages an area of no less than 100,000 square meters in order to host companies working in computer technologies and telecommunications , the statement said .",1
The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .,1
The order includes 48 ship cranes that will be delivered for 12 container feeders to be built at Wenchong shipyard in China .,1
"Finnish construction group YIT has been awarded a contract to install heating , air conditioning and cooling systems to the new head office of the automobile association ADAC in Munich in Germany .",2
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",0
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,0
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .",2
"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .",1
"The store is located in Poznan in a shopping center named Pestka , the company added .",1
"Kemira 's R&D organization comprises approximately 750 people , the company said .",1
Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .,1
"`` Adjustment to the fall in price level , in contrast , has been less effective .",1
"It will be operated by Nokia , and supported by its Nokia NetAct network and service management system .",1
Sales fell abroad but increased in Finland .,1
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",2
$YELP This goes green and so many shorts are toast!,2
Terms were not disclosed .,1
"$ADBE technical alerts: Expansion Breakout, Gilligan's Island Sell Setup, Volume Surge, and New 52... https://t.co/LxX66tknFH",2
"In Finland , Hamina Cargo Terminal , of Finnish Nurminen Logistics , has purchased a warehouse with ground lease rights in the Port of Hamina .",1
Revenue in the quarter fell 8 percent to ( EURO ) 2.4 billion compared to a year earlier .,0
Bilfinger Industrial Services win ÃÂ£100m BP contract extension,2
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,1
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",2
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,2
"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .",1
Finnish department store group Stockmann is planning to acquire about EUR 141mn through a directed issue and a rights offering .,1
Sanoma Corporation wants a new and better frequency for the Helsinki metropolitan area .,1
Olvi has posted a strong set of figures for the first six months of this year .,2
NASDAQ-listed Yahoo Inc has introduced a new service that enables Malaysians to take their favorite Internet content and services with them on their mobile phones .,2
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",0
"The most loyal customers were found in the Bank of +Ã land , with an index of 8.0 .",2
Juniper tumbles on Q1 warning; Cisco also lower $JNPR $CSCO https://t.co/bGvIntk43h,0
"( ADP News ) - Jan 22 , 2009 - Finnish mobile phones maker Nokia Oyj ( OMX : NOK1V ) said today its operating profit decreased to EUR 5 billion ( USD 6.5 bn ) for 2008 from EUR 8 billion for 2007 .",0
Talvivaara Mining Company Plc Talvivaara Mining Company is an internationally significant base metals producer with its primary focus on nickel and zinc using a technology known as bioheapleaching to extract metals out of ore .,1
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",1
"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",1
Orders received grew by 55 % year-on-year to EUR732m .,2
"After the acquisition , Basware 's preliminary pro forma net sales for 2005 amount to EUR 52.6 mn , and preliminary pro forma operating profit amounts to EUR 7.1 mn .",1
Business boomed after Ostrom helped plant a small story about Rapala lures in a Life magazine issue that featured Marilyn Monroe on the cover .,2
"Okmetic 's products are based on high-tech expertise that generates added value for customers , innovative product development and an extremely efficient production process .",2
High winds also toppled three semi-trailers on I-15 north of Barstow .,1
A CUT ABOVE Bring the outdoors in with these birch-branch coasters .,1
Tekla Structures 16 is ` all about you and your team ' and compatible with the Windows 7 operating system .,1
ITV share price jumps on report of Comcast's NBCUniversal bidding to takeover ...,2
"According to the CEO of Nordea Bank Estonia Vahur Kraft , Nordea Finland and Stockmann have been cooperating for more than ten years .",2
"$CELG back near 104, where it opened and rallied higher last wk. A good place to take a shot https://t.co/zwHThSvFSF",2
"ADP News - May 29 , 2009 - Bank of America BofA downgraded today its ratings on Swedish-Finnish paper maker Stora Enso Oyj HEL : STERV and on Finnish sector player UPM-Kymmene Oyj HEL : UPM1V to `` underperf",0
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",0
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",2
NetApp downgraded by Macquarie to underperform. $22.00 PT. https://t.co/XCNgws0t4q $NTAP #NTAP via @RatingsNetwork,0
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,2
